"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","LATITUDEDD_NUM","LONGITUDEDD_NUM"
"3584","High reliability","Scat census","Identified from hair or scats","place",10380.06904,"watercourse_river",0.01854267,"Y","Y","Y","N",1022,-0.127700001001358,46,124,111,7,3.00020003318787,0.0984999984502792,1.39008069038391,15.2480545043945,254.563995361328,35.976001739502,32.8507995605469,149.463104248047,7,10.7091999053955,-37.24019,146.44036
"3585","High reliability","Elliott trap","Captured and released","mountain",5122.199015,"watercourse_stream",0.017252222,"Y","Y","N","N",1185.19995117188,-3.1515998840332,46,124,138,7,3.06789994239807,0.0921000018715858,1.49491691589356,16.4502029418945,239.434799194336,37.4915008544922,25.8089008331299,129.15119934082,7,10.4883003234863,-37.19193,147.01873
"3588","High reliability","Elliott trap","Captured and released","mountain",7048.551205,"watercourse_stream",0.010429404,"Y","Y","N","N",451,0.207300007343292,64,102,80,103,2.54099988937378,0.0485999993979931,1.39314436912537,13.265308380127,294.042785644531,-0.323599994182587,59.394401550293,48.2355003356934,103,16.4475994110107,-37.25932,144.07005
"3589","High reliability","Cage trap","Captured and released","mountain",6070.876299,"watercourse_stream",0.001275625,"Y","Y","N","N",614,-3.06380009651184,66,109,102,7,2.77090001106262,0.114699997007847,0.430736869573593,5.35761594772339,276.798400878906,33.0368995666504,43.8839988708496,134.91130065918,7,12.100700378418,-37.36263,146.00582
"3590","High reliability","Cage trap","Captured and released","mountain",6070.876299,"watercourse_stream",0.001275625,"Y","Y","N","N",614,-3.06380009651184,66,109,102,7,2.77090001106262,0.114699997007847,0.430736869573593,5.35761594772339,276.798400878906,33.0368995666504,43.8839988708496,134.91130065918,7,12.100700378418,-37.36263,146.00582
"3591","High reliability","Cage trap","Captured and released","mountain",6070.876299,"watercourse_stream",0.001275625,"Y","Y","N","N",614,-3.06380009651184,66,109,102,7,2.77090001106262,0.114699997007847,0.430736869573593,5.35761594772339,276.798400878906,33.0368995666504,43.8839988708496,134.91130065918,7,12.100700378418,-37.36263,146.00582
"3592","High reliability","Elliott trap","Captured and released","mountain",6070.876299,"watercourse_stream",0.001275625,"Y","Y","N","N",614,-3.06380009651184,66,109,102,7,2.77090001106262,0.114699997007847,0.430736869573593,5.35761594772339,276.798400878906,33.0368995666504,43.8839988708496,134.91130065918,7,12.100700378418,-37.36263,146.00582
"3593","High reliability","Elliott trap","Captured and released","mountain",6070.876299,"watercourse_stream",0.001275625,"Y","Y","N","N",614,-3.06380009651184,66,109,102,7,2.77090001106262,0.114699997007847,0.430736869573593,5.35761594772339,276.798400878906,33.0368995666504,43.8839988708496,134.91130065918,7,12.100700378418,-37.36263,146.00582
"3594","High reliability","Elliott trap","Captured and released","airport",6833.662561,"road",0.016817367,"Y","Y","N","N",527.599975585938,0.433699995279312,7,105,102,12,2.69740009307861,0.0714000016450882,0.244366958737373,7.42180871963501,280.832305908203,33.6735000610352,57.6856002807617,103.410102844238,12,11.2356996536255,-37.35837,145.58696
"3595","High reliability","Elliott trap","Captured and released","airport",6833.662561,"road",0.016817367,"Y","Y","N","N",527.599975585938,0.433699995279312,7,105,102,12,2.69740009307861,0.0714000016450882,0.244366958737373,7.42180871963501,280.832305908203,33.6735000610352,57.6856002807617,103.410102844238,12,11.2356996536255,-37.35837,145.58696
"3596","High reliability","Elliott trap","Captured and released","airport",6833.662561,"road",0.016817367,"Y","Y","N","N",527.599975585938,0.433699995279312,7,105,102,12,2.69740009307861,0.0714000016450882,0.244366958737373,7.42180871963501,280.832305908203,33.6735000610352,57.6856002807617,103.410102844238,12,11.2356996536255,-37.35837,145.58696
"3597","High reliability","Stag watching","Observation","place",6109.980715,"watercourse_river",0.005073161,"Y","Y","N","Y",165.800003051758,-0.102300003170967,21,68,99,6,2.22350001335144,0.0663999989628792,0.35653367638588,1.51126849651337,277.931304931641,48.2141990661621,59.8577003479004,59.5390014648438,6,15.1828002929688,-37.65503,148.73973
"3598","High reliability","Large hair tubes","Identified from hair or scats","place",9764.129126,"watercourse_river",0.009352239,"Y","Y","N","Y",238.199996948242,-0.0744000002741814,47,31,99,106,2.37800002098083,0.0753000006079674,0,1.76559710502625,275.117706298828,54.5549011230469,55.2776985168457,68.997200012207,106,16.1683006286621,-37.60808,148.86325
"3599","High reliability","Stag watching","Observation","mountain",3593.816752,"watercourse_river",0.027452465,"Y","Y","N","Y",146,0.343100011348724,40,30,115,6,2.16440010070801,0.067100003361702,0.885851263999939,6.11160087585449,286.896911621094,36.0242004394531,59.3217010498047,46.2999000549316,6,12.4942998886108,-37.54047,148.685
"3600","High reliability","Pitfall with drift fence","Captured and released","mountain",2895.893062,"watercourse_river",0.022376638,"Y","Y","N","Y",69.5999984741211,0.286199986934662,22,71,99,6,1.84329998493195,0.0282000005245209,0,0,265.130401611328,43.1531982421875,75.4835968017578,52.6833000183106,6,14.2395000457764,-37.51208,149.603
"3601","High reliability","Cage trap","Captured and released","mountain",11905.06549,"road",0.000509408,"Y","Y","N","Y",155.800003051758,0.0886000022292137,8,78,109,106,2.18829989433289,0.102300003170967,1.8544397354126,11.5785312652588,288.635314941406,19.3012008666992,54.7191009521484,30.7401008605957,106,16.244800567627,-37.47771,148.38164
"3602","High reliability","Incidental","Museum specimen","mountain",12697.34247,"watercourse_river",0.000341196,"Y","Y","N","Y",1100.19995117188,0.154200002551079,4,101,111,7,3.03690004348755,0.0252999998629093,1.00232636928558,11.4202308654785,240.713500976562,31.2868003845215,32.2155990600586,110.789703369141,7,13.8331003189087,-37.48128,146.98487
"3603","High reliability","Pitfall with drift fence","Captured and released","mountain",6053.297234,"watercourse_stream",0.008034451,"Y","Y","N","Y",1405.40002441406,0.00559999980032444,25,125,133,11,3.14439988136291,0.0172000005841255,0.712370574474335,8.77342033386231,203.767807006836,59.970100402832,24.0331001281738,177.61360168457,11,13.4841995239258,-37.81743,146.33832
"3604","High reliability","Pitfall with drift fence","Captured and released","mountain",6053.297234,"watercourse_stream",0.008034451,"Y","Y","N","Y",1405.40002441406,0.00559999980032444,25,125,133,11,3.14439988136291,0.0172000005841255,0.712370574474335,8.77342033386231,203.767807006836,59.970100402832,24.0331001281738,177.61360168457,11,13.4841995239258,-37.81743,146.33832
"3605","High reliability","Elliott trap","Captured and released","place",5589.26043,"watercourse_river",0.000276697,"Y","Y","N","Y",100.199996948242,0.0082999998703599,64,102,106,12,1.93130004405975,0.0566000007092953,1.18965220451355,14.9002780914307,298.625396728516,12.8583002090454,85.8684997558594,26.4312000274658,12,14.9413003921509,-37.70384,145.26962
"3606","low reliability","Incidental","Observation","place",4355.884169,"road",0.005592929,"N","N","N","Y",127.199996948242,0.153099998831749,17,99,124,19,2.05599999427795,0.0146000003442168,0.946335852146149,12.3666801452637,292.122985839844,19.569299697876,82.1732025146484,35.3632011413574,103,15.5347995758057,-37.73,145.27128
"3607","High reliability","Elliott trap","Captured and released","place",2450.877355,"watercourse_stream",0.000575121,"Y","N","N","N",135,0.448000013828278,53,6,106,8,2.0676999092102,0.0957999974489212,0.671999394893646,11.9007616043091,294.914489746094,16.0792999267578,81.486198425293,30.3073997497559,8,13.4976997375488,-37.64919,145.29242
"3608","High reliability","Incidental","Observation","place",5433.086541,"watercourse_river",0.000768592,"N","N","N","N",443.200012207031,0.0271000005304813,35,121,123,19,2.59629988670349,0.011400000192225,0.335072875022888,7.40605306625366,283.343994140625,7.54949998855591,63.5143013000488,34.1493988037109,12,13.387900352478,-37.36082,144.80331
"3609","High reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","rail_station",7380.065925,"watercourse_stream",0.001300311,"Y","Y","N","Y",297.200012207031,-0.276100009679794,62,98,108,6,2.46329998970032,0.0372000001370907,0.1492028683424,2.88790082931519,270.7626953125,37.2274017333984,63.0704002380371,49.030200958252,6,12.211199760437,-38.02609,146.4276
"3611","High reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",5839.779157,"watercourse_stream",0.016944826,"Y","Y","N","Y",155.800003051758,-0.455300003290176,40,30,108,106,2.17770004272461,0.0702999979257584,0.172548189759255,4.12540531158447,279.320007324219,26.4122009277344,65.8273010253906,35.1442985534668,106,16.1483001708984,-38.07798,146.54463
